201904200950.00 ,24.90 ,0.82 ,1.00 ,0.00 ,0.00 
201904201000.00 ,24.80 ,0.83 ,1.00 ,0.00 ,0.00 
201904201010.00 ,24.60 ,0.84 ,1.00 ,0.00 ,0.00 
201904201020.00 ,24.50 ,0.83 ,1.00 ,0.00 ,0.00 
201904201030.00 ,24.50 ,0.83 ,1.00 ,0.00 ,0.00 
201904201040.00 ,24.90 ,0.83 ,1.00 ,0.00 ,0.00 
201904201050.00 ,25.10 ,0.81 ,1.00 ,0.00 ,0.00 
201904201100.00 ,25.20 ,0.81 ,1.00 ,0.00 ,0.00 
201904201110.00 ,26.10 ,0.78 ,1.00 ,0.00 ,0.00 
201904201120.00 ,26.70 ,0.75 ,1.00 ,0.00 ,0.00 
201904201130.00 ,25.80 ,0.77 ,1.00 ,0.00 ,0.00 
201904201140.00 ,27.00 ,0.72 ,1.00 ,0.00 ,0.00 
201904201150.00 ,26.70 ,0.73 ,1.00 ,0.00 ,0.00 
201904201200.00 ,27.50 ,0.71 ,1.00 ,0.00 ,0.00 
201904201210.00 ,27.20 ,0.73 ,1.00 ,0.00 ,0.00 
201904201220.00 ,27.50 ,0.71 ,1.00 ,0.00 ,0.00 
201904201230.00 ,27.90 ,0.70 ,1.00 ,0.00 ,0.00 
201904201240.00 ,27.20 ,0.71 ,1.00 ,0.00 ,0.00 
201904201250.00 ,27.30 ,0.71 ,1.00 ,0.00 ,0.00 
201904201300.00 ,28.50 ,0.65 ,1.00 ,0.00 ,0.00 
201904201310.00 ,27.90 ,0.69 ,1.00 ,0.00 ,0.00 
201904201330.00 ,27.50 ,0.70 ,1.00 ,0.00 ,0.00 
201904201340.00 ,27.70 ,0.69 ,1.00 ,0.00 ,0.00 
201904201350.00 ,27.20 ,0.72 ,1.00 ,0.00 ,0.00 
201904201400.00 ,27.10 ,0.72 ,1.00 ,0.00 ,0.00 
201904201410.00 ,27.20 ,0.72 ,1.00 ,0.00 ,0.00 
201904201420.00 ,27.00 ,0.72 ,1.00 ,0.00 ,0.00 
201904201430.00 ,27.10 ,0.71 ,1.00 ,0.00 ,0.00 
201904201440.00 ,27.30 ,0.73 ,31.62 ,0.00 ,0.00 
201904201450.00 ,27.70 ,0.69 ,31.62 ,0.00 ,0.00 
201904201500.00 ,28.00 ,0.70 ,1000.00 ,0.00 ,0.00 
201904201510.00 ,27.40 ,0.71 ,100.00 ,0.00 ,0.00 
201904201520.00 ,27.40 ,0.71 ,1.00 ,0.00 ,0.00 
201904201530.00 ,27.10 ,0.71 ,1.00 ,0.00 ,0.00 
201904201540.00 ,26.70 ,0.72 ,1.00 ,0.00 ,0.00 
201904201550.00 ,26.50 ,0.74 ,1.00 ,0.00 ,0.00 
201904201600.00 ,25.90 ,0.77 ,1.00 ,0.00 ,0.00 
201904201610.00 ,25.80 ,0.77 ,1.00 ,0.00 ,0.00 
201904201620.00 ,25.70 ,0.77 ,1.00 ,0.00 ,0.00 
201904201630.00 ,25.30 ,0.78 ,1.00 ,0.00 ,0.00 
201904201640.00 ,25.40 ,0.77 ,1.00 ,0.00 ,0.00 
201904201650.00 ,25.30 ,0.77 ,1.00 ,0.00 ,0.00 
201904201700.00 ,25.50 ,0.78 ,1.00 ,0.00 ,0.00 
201904201710.00 ,25.30 ,0.78 ,1.00 ,0.00 ,0.00 
201904201720.00 ,25.00 ,0.77 ,1.00 ,0.00 ,0.00 
201904201730.00 ,24.80 ,0.80 ,1.00 ,0.00 ,0.00 
201904201740.00 ,24.80 ,0.79 ,1.00 ,0.00 ,0.00 
201904201750.00 ,24.60 ,0.81 ,1.00 ,0.00 ,0.00 
201904201800.00 ,24.50 ,0.80 ,1.00 ,0.00 ,0.00 
201904201810.00 ,24.40 ,0.81 ,1.00 ,0.00 ,0.00 
201904201830.00 ,24.10 ,0.81 ,1.00 ,0.00 ,0.00 
201904201840.00 ,24.00 ,0.82 ,1.00 ,0.00 ,0.00 
201904201850.00 ,24.00 ,0.82 ,1.00 ,0.00 ,0.00 
201904201900.00 ,24.00 ,0.81 ,1.00 ,0.00 ,0.00 
201904201910.00 ,23.90 ,0.82 ,1.00 ,0.00 ,0.00 
201904201920.00 ,23.80 ,0.82 ,1.00 ,0.00 ,0.00 
201904201930.00 ,23.80 ,0.82 ,1.00 ,0.00 ,0.00 
201904201940.00 ,23.70 ,0.83 ,1.00 ,0.00 ,0.00 
201904201950.00 ,23.50 ,0.84 ,1.00 ,0.00 ,0.00 
201904202020.00 ,23.80 ,0.83 ,1.00 ,0.00 ,0.00 
201904202030.00 ,23.70 ,0.84 ,1.00 ,0.00 ,0.00 
201904202040.00 ,23.60 ,0.85 ,1.00 ,0.00 ,0.00 
201904202050.00 ,23.70 ,0.84 ,1.00 ,0.00 ,0.00 
201904202100.00 ,23.70 ,0.84 ,1.00 ,0.00 ,0.00 
201904202120.00 ,23.30 ,0.88 ,1.00 ,0.00 ,0.00 
201904202130.00 ,22.80 ,0.91 ,1.00 ,0.00 ,0.00 
201904202140.00 ,22.70 ,0.92 ,1.00 ,0.50 ,0.50 
201904202150.00 ,22.70 ,0.93 ,1.00 ,0.00 ,0.50 
201904202200.00 ,22.60 ,0.94 ,1.00 ,0.00 ,0.50 
201904202210.00 ,22.50 ,0.95 ,1.00 ,0.50 ,1.00 
201904202220.00 ,22.60 ,0.95 ,1.00 ,1.00 ,2.00 
201904202230.00 ,22.50 ,0.96 ,1.00 ,1.00 ,3.00 
201904202240.00 ,22.50 ,0.96 ,1.00 ,0.50 ,3.50 
201904202250.00 ,22.50 ,0.96 ,100.00 ,0.50 ,4.00 
201904202300.00 ,22.50 ,0.96 ,31.62 ,0.00 ,4.00 
201904202310.00 ,22.40 ,0.97 ,316.23 ,0.00 ,4.00 
201904202320.00 ,22.40 ,0.97 ,316.23 ,0.00 ,4.00 
201904202330.00 ,22.40 ,0.97 ,316.23 ,0.00 ,4.00 
201904202340.00 ,22.30 ,0.97 ,1000.00 ,0.00 ,4.00 
201904202350.00 ,22.20 ,0.97 ,1000.00 ,0.00 ,4.00 
201904210000.00 ,22.30 ,0.97 ,1000.00 ,0.00 ,4.00 
201904210010.00 ,22.30 ,0.97 ,316.23 ,0.00 ,0.00 
201904210020.00 ,22.30 ,0.97 ,10.00 ,0.00 ,0.00 
201904210030.00 ,22.40 ,0.97 ,10.00 ,0.00 ,0.00 
201904210040.00 ,22.40 ,0.97 ,3.16 ,0.00 ,0.00 
201904210050.00 ,22.40 ,0.97 ,3.16 ,0.00 ,0.00 
201904210100.00 ,22.40 ,0.97 ,316.23 ,0.00 ,0.00 
201904210110.00 ,22.30 ,0.97 ,100.00 ,0.00 ,0.00 
201904210130.00 ,22.40 ,0.97 ,316.23 ,0.00 ,0.00 
201904210140.00 ,22.30 ,0.97 ,316.23 ,0.50 ,0.50 
201904210150.00 ,22.40 ,0.97 ,100.00 ,0.50 ,1.00 
201904210200.00 ,22.30 ,0.97 ,316.23 ,0.00 ,1.00 
201904210220.00 ,22.20 ,0.97 ,1000.00 ,2.00 ,3.00 
201904210230.00 ,22.20 ,0.97 ,1000.00 ,2.50 ,5.50 
201904210240.00 ,22.20 ,0.97 ,1000.00 ,0.50 ,6.00 
201904210250.00 ,22.20 ,0.97 ,316.23 ,0.50 ,6.50 
201904210300.00 ,22.30 ,0.97 ,316.23 ,0.50 ,7.00 
201904210310.00 ,22.30 ,0.97 ,1000.00 ,2.00 ,9.00 
201904210320.00 ,22.30 ,0.97 ,10000.00 ,0.50 ,9.50 
201904210330.00 ,22.40 ,0.97 ,1000.00 ,1.00 ,10.50 
201904210340.00 ,22.30 ,0.97 ,100.00 ,1.00 ,11.50 
201904210350.00 ,22.40 ,0.98 ,100.00 ,1.50 ,13.00 
201904210400.00 ,22.40 ,0.98 ,100.00 ,1.50 ,14.50 
201904210410.00 ,22.40 ,0.98 ,1000.00 ,2.50 ,17.00 
201904210420.00 ,22.40 ,0.98 ,1000.00 ,1.00 ,18.00 
201904210430.00 ,22.40 ,0.98 ,316.23 ,1.00 ,19.00 
201904210440.00 ,22.40 ,0.98 ,316.23 ,6.00 ,25.00 
201904210450.00 ,22.40 ,0.98 ,316.23 ,5.50 ,30.50 
201904210500.00 ,22.30 ,0.98 ,316.23 ,1.50 ,32.00 
201904210510.00 ,22.30 ,0.98 ,3162.28 ,0.00 ,32.00 
201904210520.00 ,22.30 ,0.98 ,3162.28 ,0.00 ,32.00 
201904210530.00 ,22.20 ,0.98 ,1000.00 ,0.00 ,32.00 
201904210540.00 ,22.20 ,0.98 ,3162.28 ,0.00 ,32.00 
201904210550.00 ,22.10 ,0.98 ,1000.00 ,0.00 ,32.00 
201904210600.00 ,22.10 ,0.98 ,100.00 ,0.00 ,32.00 
201904210610.00 ,22.10 ,0.98 ,100.00 ,0.00 ,32.00 
201904210620.00 ,22.20 ,0.98 ,100.00 ,0.00 ,32.00 
201904210630.00 ,22.30 ,0.98 ,10.00 ,0.00 ,32.00 
201904210640.00 ,22.40 ,0.98 ,100.00 ,0.00 ,32.00 
201904210650.00 ,22.40 ,0.98 ,100.00 ,0.00 ,32.00 
201904210700.00 ,22.60 ,0.98 ,31.62 ,0.00 ,32.00 
201904210720.00 ,22.80 ,0.98 ,1.00 ,0.00 ,32.00 
201904210730.00 ,22.90 ,0.98 ,1.00 ,0.00 ,32.00 
201904210740.00 ,22.80 ,0.98 ,1.00 ,0.00 ,32.00 
201904210750.00 ,22.30 ,0.98 ,1.00 ,0.00 ,32.00 
201904210800.00 ,22.60 ,0.98 ,10.00 ,0.00 ,32.00 
201904210820.00 ,23.60 ,0.96 ,1.00 ,0.00 ,32.00 
201904210830.00 ,24.30 ,0.95 ,1.00 ,0.00 ,32.00 
201904210840.00 ,24.30 ,0.92 ,1.00 ,0.00 ,32.00 
201904210850.00 ,24.50 ,0.90 ,1.00 ,0.00 ,32.00 
201904210900.00 ,24.80 ,0.90 ,1.00 ,0.00 ,32.00 
201904210910.00 ,25.20 ,0.86 ,1.00 ,0.00 ,32.00 
201904210930.00 ,26.20 ,0.78 ,1.00 ,0.00 ,32.00 
201904210940.00 ,26.20 ,0.80 ,1.00 ,0.00 ,32.00 
201904210950.00 ,26.20 ,0.78 ,1.00 ,0.00 ,32.00 
201904211000.00 ,26.30 ,0.75 ,1.00 ,0.00 ,32.00 
201904211010.00 ,26.60 ,0.74 ,1.00 ,0.00 ,32.00 
201904211020.00 ,26.90 ,0.73 ,1.00 ,0.00 ,32.00 
201904211030.00 ,27.50 ,0.72 ,1.00 ,0.00 ,32.00 
201904211040.00 ,27.40 ,0.73 ,1.00 ,0.00 ,32.00 
201904211050.00 ,27.80 ,0.68 ,1.00 ,0.00 ,32.00 
201904211100.00 ,27.70 ,0.67 ,1.00 ,0.00 ,32.00 
201904211110.00 ,27.60 ,0.72 ,1.00 ,0.00 ,32.00 
201904211120.00 ,27.80 ,0.72 ,1.00 ,0.00 ,32.00 
201904211130.00 ,28.30 ,0.71 ,1.00 ,0.00 ,32.00 
201904211140.00 ,28.10 ,0.70 ,1.00 ,0.00 ,32.00 
201904211150.00 ,28.90 ,0.73 ,1.00 ,0.00 ,32.00 
201904211200.00 ,29.10 ,0.66 ,1.00 ,0.00 ,32.00 
201904211210.00 ,28.50 ,0.68 ,1.00 ,0.00 ,32.00 
201904211220.00 ,28.70 ,0.66 ,1.00 ,0.00 ,32.00 
201904211230.00 ,28.80 ,0.71 ,1.00 ,0.00 ,32.00 
201904211240.00 ,28.20 ,0.69 ,1.00 ,0.00 ,32.00 
201904211250.00 ,28.60 ,0.70 ,1.00 ,0.00 ,32.00 
201904211300.00 ,28.50 ,0.70 ,1.00 ,0.00 ,32.00 
201904211310.00 ,28.20 ,0.72 ,1.00 ,0.00 ,32.00 
201904211330.00 ,28.10 ,0.73 ,1.00 ,0.00 ,32.00 
201904211340.00 ,27.60 ,0.74 ,1.00 ,0.00 ,32.00 
201904211350.00 ,27.70 ,0.75 ,1.00 ,0.00 ,32.00 
201904211400.00 ,27.90 ,0.73 ,1.00 ,0.00 ,32.00 
201904211410.00 ,27.10 ,0.76 ,1.00 ,0.00 ,32.00 
201904211420.00 ,26.90 ,0.77 ,1.00 ,0.00 ,32.00 
201904211430.00 ,27.20 ,0.80 ,1.00 ,0.00 ,32.00 
201904211440.00 ,27.30 ,0.77 ,1.00 ,0.00 ,32.00 
201904211450.00 ,27.40 ,0.77 ,1.00 ,0.00 ,32.00 
201904211500.00 ,27.10 ,0.78 ,1.00 ,0.00 ,32.00 
201904211520.00 ,27.10 ,0.76 ,1.00 ,0.00 ,32.00 
201904211530.00 ,27.20 ,0.77 ,1.00 ,0.00 ,32.00 
201904211540.00 ,27.20 ,0.77 ,1.00 ,0.00 ,32.00 
201904211550.00 ,27.00 ,0.80 ,1.00 ,0.00 ,32.00 
201904211600.00 ,27.10 ,0.79 ,1.00 ,0.00 ,32.00 
201904211610.00 ,27.10 ,0.78 ,1.00 ,0.00 ,32.00 
201904211620.00 ,27.10 ,0.77 ,1.00 ,0.00 ,32.00 
201904211630.00 ,27.00 ,0.77 ,0.32 ,0.00 ,32.00 
201904211640.00 ,26.90 ,0.78 ,100.00 ,0.00 ,32.00 
201904211650.00 ,26.80 ,0.78 ,100.00 ,0.00 ,32.00 
201904211700.00 ,27.20 ,0.76 ,100.00 ,0.00 ,32.00 
201904211710.00 ,26.90 ,0.78 ,316.23 ,0.00 ,32.00 
201904211720.00 ,26.70 ,0.79 ,31.62 ,0.00 ,32.00 
201904211730.00 ,26.50 ,0.80 ,31.62 ,0.00 ,32.00 
201904211740.00 ,26.40 ,0.81 ,10.00 ,0.00 ,32.00 
201904211750.00 ,26.20 ,0.82 ,1.00 ,0.00 ,32.00 
201904211800.00 ,26.00 ,0.78 ,1.00 ,0.00 ,32.00 
201904211820.00 ,25.70 ,0.78 ,1.00 ,0.00 ,32.00 
201904211830.00 ,25.50 ,0.78 ,1.00 ,0.00 ,32.00 
201904211840.00 ,25.40 ,0.78 ,1.00 ,0.00 ,32.00 
201904211850.00 ,25.30 ,0.78 ,1.00 ,0.00 ,32.00 
201904211900.00 ,25.00 ,0.78 ,1.00 ,0.00 ,32.00 
201904211910.00 ,25.00 ,0.78 ,1.00 ,0.00 ,32.00 
201904211920.00 ,24.90 ,0.78 ,1.00 ,0.00 ,32.00 
201904211930.00 ,24.90 ,0.78 ,1.00 ,0.00 ,32.00 
201904211940.00 ,24.90 ,0.78 ,1.00 ,0.00 ,32.00 
201904211950.00 ,24.60 ,0.80 ,1.00 ,0.00 ,32.00 
201904212000.00 ,24.50 ,0.81 ,1.00 ,0.00 ,32.00 
201904212010.00 ,24.40 ,0.82 ,1.00 ,0.00 ,32.00 
201904212020.00 ,24.10 ,0.84 ,10.00 ,0.00 ,32.00 
201904212030.00 ,24.30 ,0.82 ,3.16 ,0.00 ,32.00 
201904212040.00 ,24.20 ,0.84 ,1.00 ,0.00 ,32.00 
201904212050.00 ,24.10 ,0.84 ,1.00 ,0.00 ,32.00 
201904212100.00 ,24.00 ,0.85 ,3.16 ,0.00 ,32.00 
201904212110.00 ,24.00 ,0.84 ,1.00 ,0.00 ,32.00 
201904212120.00 ,23.70 ,0.86 ,1.00 ,0.00 ,32.00 
201904212130.00 ,24.00 ,0.85 ,1.00 ,0.00 ,32.00 
201904212140.00 ,23.80 ,0.87 ,1.00 ,0.00 ,32.00 
201904212150.00 ,23.70 ,0.87 ,1.00 ,0.00 ,32.00 
201904212200.00 ,23.80 ,0.86 ,31.62 ,0.00 ,32.00 
201904212210.00 ,24.00 ,0.86 ,1.00 ,0.00 ,32.00 
201904212220.00 ,24.40 ,0.84 ,1.00 ,0.00 ,32.00 
201904212230.00 ,24.30 ,0.85 ,1.00 ,0.00 ,32.00 
201904212240.00 ,24.10 ,0.86 ,1.00 ,0.00 ,32.00 
201904212250.00 ,24.00 ,0.87 ,1.00 ,0.00 ,32.00 
201904212300.00 ,23.80 ,0.87 ,1.00 ,0.00 ,32.00 
201904212310.00 ,23.60 ,0.88 ,1.00 ,0.00 ,32.00 
201904212320.00 ,23.50 ,0.89 ,316.23 ,0.00 ,32.00 
201904212330.00 ,23.30 ,0.90 ,316.23 ,0.00 ,32.00 
201904212340.00 ,23.40 ,0.91 ,10.00 ,0.00 ,32.00 
201904212350.00 ,23.50 ,0.92 ,1.00 ,0.00 ,32.00 
201904220000.00 ,23.50 ,0.92 ,1.00 ,0.00 ,32.00 
201904220010.00 ,23.70 ,0.91 ,1.00 ,0.00 ,0.00 
201904220030.00 ,23.70 ,0.90 ,1.00 ,0.00 ,0.00 
201904220040.00 ,23.60 ,0.91 ,1.00 ,0.00 ,0.00 
201904220050.00 ,23.60 ,0.92 ,1.00 ,0.00 ,0.00 
201904220100.00 ,23.50 ,0.92 ,1.00 ,0.00 ,0.00 
201904220110.00 ,23.40 ,0.92 ,1.00 ,0.00 ,0.00 
201904220120.00 ,23.30 ,0.93 ,1.00 ,0.00 ,0.00 
201904220130.00 ,23.20 ,0.94 ,1.00 ,0.00 ,0.00 
201904220140.00 ,23.10 ,0.94 ,1.00 ,0.00 ,0.00 
201904220150.00 ,23.10 ,0.94 ,1.00 ,0.00 ,0.00 
201904220200.00 ,23.10 ,0.94 ,1.00 ,0.00 ,0.00 
201904220210.00 ,23.00 ,0.94 ,1.00 ,0.00 ,0.00 
201904220220.00 ,22.80 ,0.94 ,1.00 ,0.00 ,0.00 
201904220230.00 ,22.60 ,0.95 ,1.00 ,0.00 ,0.00 
201904220240.00 ,22.40 ,0.95 ,1.00 ,0.00 ,0.00 
201904220250.00 ,22.30 ,0.95 ,1.00 ,0.00 ,0.00 
201904220300.00 ,22.30 ,0.96 ,1.00 ,0.00 ,0.00 
201904220310.00 ,22.40 ,0.96 ,1.00 ,0.00 ,0.00 
201904220320.00 ,22.40 ,0.96 ,1.00 ,0.00 ,0.00 
201904220330.00 ,22.30 ,0.96 ,1.00 ,0.00 ,0.00 
201904220340.00 ,22.30 ,0.96 ,1.00 ,0.00 ,0.00 
201904220350.00 ,22.30 ,0.96 ,1.00 ,0.00 ,0.00 
201904220400.00 ,22.20 ,0.96 ,1.00 ,0.00 ,0.00 
201904220410.00 ,22.10 ,0.96 ,1.00 ,0.00 ,0.00 
201904220420.00 ,22.10 ,0.96 ,1.00 ,0.00 ,0.00 
201904220430.00 ,22.10 ,0.96 ,1.00 ,0.00 ,0.00 
201904220440.00 ,22.00 ,0.96 ,1.00 ,0.00 ,0.00 
201904220450.00 ,22.00 ,0.96 ,1.00 ,0.00 ,0.00 
201904220500.00 ,22.00 ,0.96 ,1.00 ,0.00 ,0.00 
201904220510.00 ,21.90 ,0.96 ,1.00 ,0.00 ,0.00 
201904220520.00 ,21.80 ,0.96 ,1.00 ,0.00 ,0.00 
201904220530.00 ,21.80 ,0.96 ,1.00 ,0.00 ,0.00 
201904220540.00 ,21.80 ,0.96 ,1.00 ,0.00 ,0.00 
201904220550.00 ,21.80 ,0.97 ,1.00 ,0.00 ,0.00 
201904220600.00 ,21.90 ,0.97 ,1.00 ,0.00 ,0.00 
201904220610.00 ,22.00 ,0.97 ,1.00 ,0.00 ,0.00 
201904220630.00 ,22.50 ,0.96 ,1.00 ,0.00 ,0.00 
201904220640.00 ,23.00 ,0.95 ,1.00 ,0.00 ,0.00 
201904220650.00 ,23.80 ,0.91 ,1.00 ,0.00 ,0.00 
201904220700.00 ,24.60 ,0.85 ,1.00 ,0.00 ,0.00 
201904220710.00 ,25.20 ,0.81 ,1.00 ,0.00 ,0.00 
201904220720.00 ,25.60 ,0.79 ,1.00 ,0.00 ,0.00 
